898.735	17189.75
900.365	17560.91
901.994	17861.37
903.623	18152.47
905.253	18484.12
906.882	18739.88
908.511	19015.39
910.14	19223.32
911.768	19513.39
913.397	19850.24
915.026	20236.99
916.654	20743.31
918.282	21432.6
919.911	22194.67
921.539	23160.52
923.167	23970.41
924.795	24849.97
926.422	25557.97
928.05	26110.03
929.678	26522.78
931.305	26817
932.932	26954.24
934.56	27041.57
936.187	27037.41
937.814	27081.08
939.44	27147.62
941.067	27192.32
942.694	27316.04
944.32	27411.69
945.947	27499.02
947.573	27525.01
949.199	27296.29
950.825	26966.71
952.451	26333.56
954.077	25590.2
955.703	24594.21
957.328	23706.34
958.954	22693.71
960.579	21916.04
962.204	21158.13
963.829	20616.47
965.454	20067.53
967.079	19742.11
968.704	19460.37
970.329	19349.12
971.953	19428.14
973.578	19768.1
975.202	20492.75
976.826	21604.15
978.45	22759.21
980.074	23676.19
981.698	24273.99
983.321	24465.29
984.945	24286.47
986.568	23797.83
988.191	22901.64
989.815	21907.73
991.438	21094.71
993.061	20487.55
994.683	19931.33
996.306	19454.13
997.929	19132.87
999.551	19021.63
1001.173	19217.08
1002.795	19820.09
1004.417	20954.36
1006.039	22849.66
1007.661	25514.31
1009.283	28665.52
1010.904	31757.47
1012.526	34110.22
1014.147	35208.1
1015.768	35038.64
1017.389	33664.21
1019.01	31349.92
1020.63	28474.22
1022.251	25698.33
1023.871	23507.76
1025.492	22017.93
1027.112	21106.15
1028.732	20506.26
1030.352	20052.97
1031.972	19782.66
1033.591	19662.06
1035.211	19489.48
1036.83	19047.62
1038.45	18392.63
1040.069	17434.07
1041.688	16271.73
1043.307	14898.34
1044.925	13493.75
1046.544	12093.33
1048.162	10900.84
1049.781	10025.45
1051.399	9307.04
1053.017	8701.96
1054.635	8218.52
1056.253	7781.86
1057.87	7349.36
1059.488	6898.15
1061.105	6534.27
1062.722	6151.67
1064.339	5859.53
1065.956	5554.91
1067.573	5310.59
1069.19	5073.54
1070.806	4896.8
1072.423	4715.9
