898.735	4720.06
900.365	4826.1
901.994	4919.67
903.623	4998.69
905.253	5094.34
906.882	5168.15
908.511	5253.4
910.14	5318.9
911.768	5395.84
913.397	5484.21
915.026	5588.18
916.654	5703.58
918.282	5885.52
919.911	6088.25
921.539	6332.57
923.167	6561.3
924.795	6797.3
926.422	6975.08
928.05	7141.43
929.678	7235
931.305	7293.22
932.932	7309.85
934.56	7292.18
936.187	7251.63
937.814	7197.57
939.44	7126.87
941.067	7060.33
942.694	6958.45
944.32	6877.35
945.947	6764.03
947.573	6638.23
949.199	6512.43
950.825	6375.2
952.451	6225.49
954.077	6070.58
955.703	5887.6
957.328	5720.21
958.954	5537.23
960.579	5377.12
962.204	5176.47
963.829	5017.4
965.454	4836.5
967.079	4689.91
968.704	4545.4
970.329	4427.91
971.953	4326.03
973.578	4240.78
975.202	4140.97
976.826	4066.11
978.45	3985.02
980.074	3901.85
981.698	3819.71
983.321	3736.54
984.945	3653.37
986.568	3588.91
988.191	3499.5
989.815	3428.8
991.438	3353.94
993.061	3290.53
994.683	3217.75
996.306	3154.33
997.929	3076.36
999.551	3011.9
1001.173	2948.48
1002.795	2890.26
1004.417	2837.23
1006.039	2781.09
1007.661	2731.19
1009.283	2669.85
1010.904	2616.83
1012.526	2557.56
1014.147	2497.26
1015.768	2451.52
1017.389	2386.02
1019.01	2333
1020.63	2295.57
1022.251	2245.67
1023.871	2198.88
1025.492	2152.1
1027.112	2115.71
1028.732	2076.2
1030.352	2020.06
1031.972	1983.67
1033.591	1942.09
1035.211	1906.74
1036.83	1865.15
1038.45	1823.56
1040.069	1781.98
1041.688	1749.75
1043.307	1709.2
1044.925	1665.54
1046.544	1633.31
1048.162	1596.92
1049.781	1552.21
1051.399	1517.9
1053.017	1479.44
1054.635	1446.17
1056.253	1412.9
1057.87	1375.47
1059.488	1341.16
1061.105	1308.93
1062.722	1279.82
1064.339	1245.51
1065.956	1212.24
1067.573	1177.94
1069.19	1142.59
1070.806	1121.79
1072.423	1082.29
1074.039	1053.18
1075.655	1027.18
1077.271	993.92
1078.887	962.73
1080.502	936.73
1082.118	910.74
1083.733	881.63
1085.348	861.88
1086.963	827.57
1088.578	806.78
1090.193	781.82
1091.808	756.87
1093.422	727.76
1095.037	708.01
1096.651	677.86
1098.265	662.26
1099.879	644.59
1101.493	612.36
1103.106	597.8
1104.72	582.21
1106.333	557.26
1107.946	539.58
1109.559	511.51
1111.172	498
1112.785	481.36
1114.398	461.61
1116.01	439.78
1117.622	428.34
1119.234	409.63
1120.846	401.31
1122.458	386.75
1124.07	364.92
1125.681	351.41
1127.293	337.89
1128.904	331.65
1130.515	310.86
1132.126	302.54
1133.737	289.03
1135.347	272.39
1136.958	256.8
1138.568	244.32
1140.178	233.92
1141.788	214.17
1143.398	204.81
1145.008	182.98
1146.617	180.9
1148.227	167.39
1149.836	159.07
1151.445	145.55
1153.054	133.08
1154.663	129.96
1156.271	119.56
1157.88	117.48
1159.488	105.01
1161.096	93.57
1162.704	100.85
1164.312	87.33
1165.92	89.41
1167.527	85.25
1169.134	79.01
1170.741	94.61
1172.348	81.09
1173.955	71.74
1175.562	74.86
1177.168	70.7
1178.775	73.82
1180.381	68.62
1181.987	72.78
1183.593	65.5
1185.199	68.62
1186.804	60.3
1188.409	67.58
1190.015	59.26
1191.62	60.3
1193.225	59.26
1194.829	58.22
1196.434	58.22
1198.038	54.06
1199.642	53.02
1201.246	55.1
1202.85	48.86
1204.454	54.06
1206.057	45.75
1207.661	54.06
1209.264	50.94
1210.867	44.71
1212.47	45.75
1214.073	45.75
1215.675	39.51
1217.277	42.63
1218.88	42.63
1220.482	40.55
1222.083	37.43
1223.685	48.86
1225.287	42.63
1226.888	39.51
1228.489	38.47
1230.09	39.51
1231.691	40.55
1233.292	42.63
1234.892	36.39
1236.492	39.51
1238.092	35.35
1239.692	32.23
1241.292	34.31
1242.892	42.63
1244.491	31.19
1246.09	39.51
